Gene,THP1_sgNT_R1,THP1_sgNT_R2
AC137767.1,0.589,0.7
AC137768.1,0,0
AC137770.1,0,0
AC137800.1,0,0
AC137800.2,0,0
AC137803.1,0,0
AC137810.1,0,0
AC137834.1,0.029,0.034
AC137834.2,0.343,0.204
AC137894.1,0.439,0.392
AC137894.3,0.255,0
AC137896.1,0,0
AC137932.1,0.674,0.687
AC137932.2,0,0.21
AC137932.3,1.493,1.268
AC137935.1,0,0
AC137936.1,0,0
AC137936.2,0.253,0.172
AC138024.1,0,0
AC138028.1,0,0
AC138028.2,0.013,0.015
AC138028.3,0.282,0
AC138028.4,0.098,0.232
AC138028.5,0,0.128
AC138028.6,0.973,0.819
AC138035.1,0.327,0.466
AC138035.2,0,0
AC138035.3,0,0
AC138057.1,0,0
AC138089.1,0,0
AC138123.1,0.021,0
AC138123.2,0,0
AC138150.1,4.833,3.694
AC138150.2,0.025,0
AC138207.1,0,0
AC138207.2,0.855,2.177
AC138207.3,5.066,3.012
AC138207.4,0.832,0.602
AC138207.5,0,0
AC138207.6,0.263,0.227
AC138207.7,0,0
AC138207.8,5.791,5.256
AC138207.9,0.414,0.369
AC138230.1,0,0
AC138304.1,0,0
AC138305.1,0,0
AC138305.2,0,0
AC138305.3,0,0
AC138331.1,0,0
AC138356.1,2.678,1.917
AC138356.2,0.63,0.428
AC138356.3,0,0
AC138360.1,0,0
AC138392.1,10.24,9.771
AC138393.1,0.981,1.117
AC138393.2,0,0
AC138393.3,0.734,0.748
AC138409.1,0,0
AC138409.2,1.536,1.478
AC138409.3,0.065,0.077
AC138420.1,0,0
AC138430.1,0,0
AC138430.2,0,0
AC138466.1,0.768,0.731
AC138466.2,2.766,1.175
AC138466.3,0,0
AC138466.4,0,0
AC138466.5,0,0
AC138470.1,0.095,0.414
AC138470.2,0.075,0
AC138473.1,0,0
AC138474.1,0,0
AC138512.1,0,0
AC138517.1,0,0
AC138623.1,0,0
AC138625.1,0,0
AC138625.2,0,0
AC138627.1,0.016,0.01
AC138627.2,0,0
AC138646.1,0,0
AC138647.1,0,0
AC138647.2,0,0
AC138649.1,0.192,0.201
AC138649.2,0,0
AC138649.3,0,0
AC138649.4,3.139,3.733
AC138649.5,1.315,3.649
AC138696.1,0.021,0.025
AC138696.2,9.428,6.085
AC138701.1,0,0
AC138701.2,0,0
AC138749.1,0,0
AC138749.2,0,0
AC138749.3,0,0
AC138749.4,0,0
AC138749.5,0,0
AC138749.9,0,0
AC138761.1,0,0
AC138761.2,0,0
AC138776.1,0.043,0.017
AC138781.1,0,0
AC138811.1,0.333,0.396
AC138811.2,1.179,1.776
AC138819.1,0.139,0.166
AC138832.1,0,0
AC138853.1,0,0
AC138854.1,0,0
AC138866.1,1.209,1.868
AC138866.2,3.6,2.324
AC138869.1,0,0
AC138869.2,0,0
AC138869.3,0,0
AC138894.1,0,0
AC138894.2,0,0
AC138894.3,0.095,0
AC138894.4,0,0
AC138904.1,0.073,0.058
AC138904.2,0,0
AC138904.3,0,0.027
AC138907.1,0,0
AC138907.10,0,0
AC138907.2,0,0
AC138907.3,0,0
AC138907.4,0,0
AC138907.5,0,0
AC138907.6,0,0
AC138907.7,0.074,0
AC138907.8,0,0
AC138907.9,0,0
AC138915.1,0,0
AC138915.2,0,0
AC138915.3,0,0
AC138932.1,1.875,1.28
AC138932.2,0,0
AC138932.3,0,0
AC138932.4,2.684,2.929
AC138932.5,0,0
AC138932.6,0,0
AC138938.1,0,0
AC138951.1,0,0
AC138951.2,0.052,0
AC138956.1,0.358,0.425
AC138956.2,0.114,0.406
AC138965.1,0,0
AC138965.2,0,0
AC138965.3,0.121,0
AC138969.1,0,0
AC138969.2,0,0
AC138969.3,0.357,0.316
AC138969.4,0,0
AC138969.5,0,0
AC138982.1,0,0
AC139019.1,2.211,2.099
AC139085.1,0.99,1.57
AC139099.1,0,0
AC139099.2,0.43,0.31
AC139099.3,0,0
AC139100.1,0.054,0.128
AC139100.2,4.537,4.963
AC139103.1,0,0
AC139143.1,0,0.118
AC139149.1,0.251,0.672
AC139256.1,0,0
AC139256.2,0.139,0.11
AC139256.3,0.572,0.469
AC139272.1,0,0
AC139365.1,0,0
AC139365.2,0,0
AC139426.1,0.071,0.113
AC139426.2,0,0
AC139426.3,0,0
AC139451.1,0,0
AC139453.1,0,0
AC139453.2,0,0
AC139491.1,0,0.047
AC139491.2,0,0
AC139491.3,0,0
AC139491.4,0,0
AC139491.5,0,0
AC139491.6,0,0
AC139491.7,0,0
AC139491.8,0,0.05
AC139493.1,0,0
AC139493.2,0.02,0
AC139495.1,0,0
AC139495.2,0.325,0.274
AC139497.1,0,0
AC139530.1,4.801,4.66
AC139530.2,0,0.037
AC139530.3,1.741,0.932
AC139667.1,0,0
AC139697.1,0,0
AC139700.1,0,0
AC139712.1,0,0
AC139713.1,0,0
AC139718.1,0,0
AC139718.2,0,0
AC139720.1,0,0
AC139720.2,0,0
AC139722.1,0,0
AC139768.1,1.94,1.034
AC139769.1,0,0
AC139769.2,0,0
AC139769.3,0,0
AC139783.1,0,0.105
AC139783.2,0.052,0.062
AC139792.1,0,0
AC139792.2,0,0.122
AC139792.3,0.536,0.319
AC139795.1,6.249,5.861
AC139795.2,0.567,0.774
AC139795.3,0.333,0.132
AC139834.1,0,0
AC139887.1,0.84,0.499
AC139887.2,2.122,1.85
AC139887.3,0,0
AC139887.4,0.167,0.099
AC139887.5,0,0.206
AC140059.1,0,0
AC140063.1,0,0
AC140076.1,0.499,0.198
AC140113.1,0,0
AC140113.2,0,0
AC140113.3,0,0
AC140113.4,0,0
AC140118.1,0,0
AC140118.2,0,0
AC140119.1,0,0
AC140121.1,0,0
AC140125.1,0,0
AC140125.2,0,0
AC140125.3,0,0
AC140134.1,0,0
AC140168.1,0,0
AC140172.1,0,0
AC140479.1,0,0
AC140479.2,0,0
AC140479.3,0,0
AC140479.4,0,0
AC140479.5,0,0
AC140479.6,0,0
AC140481.1,0,0
AC140481.2,0,0
AC140481.3,0,0
AC140481.4,0,0
AC140504.1,0.057,0.068
AC140658.1,0,0
AC140658.2,0,0
AC140658.3,0,0
AC140658.4,0,0
AC140658.5,0,0
AC140658.6,0,0
AC140658.7,0,0
AC140725.1,0,0
AC140725.2,0,0
AC140847.1,0,0
AC140847.2,0.223,0.398
AC140847.3,0,0
AC140878.1,0,0
AC140912.1,0,0
AC141002.1,0,0
AC141257.1,0,0
AC141257.2,0,0
AC141257.3,0,0
AC141257.4,0,0
AC141273.1,0,0
AC141273.2,0,0
AC141273.3,0,0
AC141424.1,0.091,0
AC141557.1,1.802,3.393
AC141557.2,0,0
AC141586.1,4.498,4.258
AC141586.2,0,0
AC141586.3,0.033,0
AC141586.4,0.153,0.045
AC141586.5,0.176,0.418
AC141846.1,0,0
AC141930.1,0,0
AC141930.2,0,0
AC142086.1,0,0
AC142086.2,0,0
AC142086.3,0,0
AC142086.4,0,0
AC142086.5,0,0
AC142086.6,0,0
AC142116.2,0,0
AC142283.1,0,0
AC142381.1,0,0
AC142381.2,0,0
AC142381.3,0.405,0.224
AC142381.4,0,0
AC142384.1,0,0
AC142391.1,0,0.071
AC142472.1,2.312,1.518
AC143336.1,0,0
AC144450.1,0,0
AC144521.1,0.314,0.224
AC144522.1,0,0.043
AC144530.1,4.87,8.622
AC144536.1,0,0.7
AC144548.1,1.079,1.434
AC144568.1,0,0
AC144568.2,0,0
AC144573.1,0,0
AC144652.1,4.549,3.65
AC144831.1,0.158,0.081
AC144833.1,0,0
AC144835.1,0,0
AC144836.1,0.707,0.21
AC145098.1,0.138,0.165
AC145098.2,2.025,2.266
AC145124.1,0.309,0.367
AC145141.1,0,0
AC145141.2,0,0
AC145146.1,0,0
AC145207.1,0,0.31
AC145207.2,1.104,0.844
AC145207.3,2.044,2.565
AC145207.4,0.4,0.317
AC145207.5,11.624,13.368
AC145207.6,0,0
AC145207.7,0,0
AC145207.8,3.734,2.918
AC145207.9,2.957,2.417
AC145285.1,0.779,1.235
AC145285.2,0.245,0.364
AC145285.3,1.891,0.661
AC145285.4,0,0
AC145285.5,0.094,0
AC145285.6,0.82,0.743
AC145285.7,0,0
AC145343.1,0.567,0.207
AC145350.1,0,0
AC145350.2,0.04,0
AC145350.3,0,0
AC145350.4,0,0
AC145423.1,0,0
AC145423.2,0,0
AC145423.3,0,0.153
AC145543.1,0,0
AC145613.1,0,0
AC145625.1,0,0
AC145625.2,0.077,0
AC145676.1,0,0
AC146507.1,0,0
AC146507.2,0.757,1.951
AC146507.3,1.863,1.749
AC146944.1,0.144,0
AC146944.2,1.781,1.54
AC146944.3,0.084,0
AC146949.1,0.994,0
AC147055.1,0,0
AC147055.2,0,0
AC147055.3,0,0
AC147055.4,0,0
AC147067.1,2.905,3.577
AC147067.2,0,0
AC147651.1,0.147,0.087
AC147651.2,0,0
AC147876.1,0,0
AC148476.1,2.215,2.33
AC148477.1,0,0.15
AC148477.10,0,0
AC148477.2,0.316,0.353
AC148477.3,0.396,0.314
AC148477.4,0,0
AC148477.5,0,0
AC148477.6,0,0
AC148477.7,0,0
AC148477.8,0,0
AC148477.9,0.111,0
AC152007.1,0,0
AC152010.1,0,0
AC156455.1,3.871,3.901
AC159540.1,0,0
AC159540.2,0.013,0.015
AC174048.1,0,0
AC174065.1,0.012,0
AC174071.1,0,0
AC174469.1,0,0.571
AC183088.1,0,0
AC183088.2,0,0
AC183088.3,0,0
AC188616.1,0,0
AC188617.1,0,0.013
AC188617.2,0,0
AC190387.1,0,0
AC207130.1,0.847,0.641
AC209005.1,0,0
AC209007.1,0.09,0
AC209007.2,0,0
AC209154.1,4.63,3.664
AC211424.1,0,0
AC211429.1,0.589,0.7
AC211429.2,0,0
AC211433.1,0.021,0
AC211433.2,0.31,0
AC211433.3,0,0
AC211469.1,0,0
AC211469.2,0,0
AC211476.1,0,0
AC211476.10,0,0
AC211476.11,0,0
AC211476.12,0.115,0.137
AC211476.2,0.589,0
AC211476.3,0,0
AC211476.4,0.085,0.303
AC211476.5,0,0
AC211476.6,0,0
AC211476.7,0,0
AC211476.8,0,0
AC211476.9,0.589,0
AC211485.1,0.163,0
AC211486.1,0,0
AC211486.2,0,0
AC211486.3,0,0
AC211486.4,0,0
AC211486.5,0,0
AC211486.6,0,0
AC211486.7,0,0
AC211486.8,1.767,0
AC211486.9,0,0
AC215217.1,0,0
AC215522.1,0.135,0.32
AC215522.2,0.154,0.046
AC215522.3,0,0
AC215524.1,0,0
AC217773.1,0,0.7
AC217774.1,0,0
AC217774.2,0,0
AC226101.1,0,0
AC226118.1,0,0
AC226119.1,0,0.105
AC226119.2,0,0
AC226150.1,0,0
AC231532.1,0,0
AC231532.2,0,0
AC231533.1,0.065,0.309
AC231533.2,0.543,0.538
AC231656.1,0,0
AC231657.1,0.757,0.54
AC231657.2,0,0.28
AC231657.3,0.084,0.15
AC231759.1,0,0
AC231759.2,0,0
AC231760.1,0,0
AC231981.1,1.295,1.173
AC232271.1,1.416,1.552
AC232271.2,0,0
AC232271.3,0.358,0.205
AC232323.1,0,0
AC233263.1,0,0
AC233263.2,0,0
AC233263.6,0.214,0.255
AC233266.1,0,0
AC233266.2,0.341,0.135
AC233279.1,0.71,0.338
AC233280.1,0.178,0.17
AC233280.19,2.208,2.626
AC233280.2,0,0
AC233289.1,0,0.141
AC233290.1,0.051,0.06
AC233290.2,0,0
AC233296.1,0,0
AC233300.1,0,0
AC233699.1,0.463,0.245
AC233699.2,0,0
AC233701.1,0,0
AC233702.1,0,0
AC233702.2,0,0
AC233702.3,0,0
AC233702.4,0,0
AC233702.5,0,0
AC233702.6,0,0
AC233702.7,0,0
AC233702.8,0,0
AC233702.9,0,0
AC233723.1,0.185,0.658
AC233723.2,0,0
AC233724.1,0,0
AC233724.2,0,0
AC233724.3,0,0
AC233724.4,0,0
AC233724.5,0,0
AC233724.6,0,0
AC233724.7,0,0
AC233724.8,0,0
AC233728.1,1.929,2.293
AC233728.2,0,0
AC233964.1,0.11,0.066
AC233968.1,0,0.055
AC233968.2,0,0
AC233976.1,0.027,0
AC233976.2,0,0
AC233981.1,0.13,0
AC233981.2,0,0
AC233982.1,0,0
AC233992.1,0,0
AC233992.2,0.489,1.253
AC233992.3,0.248,0.295
AC234031.1,0.032,0.038
AC234063.1,2.267,0
AC234063.2,0,0
AC234064.1,0,0
AC234582.1,0.39,0.521
AC234582.2,5.076,4.275
AC234644.1,1.136,1.351
AC234644.2,0.11,0.131
AC234771.1,0,0
AC234771.2,0,0
AC234771.3,0,0
AC234771.4,0.082,0.098
AC234771.5,0,0
AC234772.1,0,0
AC234772.2,1.138,1.623
AC234775.1,0,0
AC234775.2,0.101,0.12
AC234775.3,3.296,2.94
AC234775.4,0.087,0.129
AC234778.1,0.325,0
AC234779.1,0,0
AC234781.1,0.454,0.166
AC234781.2,0.06,0
AC234781.3,1.358,0.073
AC234781.4,0,0
AC234781.5,0,0
AC234782.1,0.131,0
AC234782.2,0.287,0.136
AC234782.3,0,0
AC234782.4,0.01,0.011
AC234791.1,0,0
AC234917.1,0,0
AC234917.2,0.088,0
AC234917.3,4.852,4.193
AC235097.1,0,0
AC235565.1,0,0
AC235565.2,0,0
AC235789.1,0,0
AC236430.1,0,0
AC236668.1,0,0
AC236668.2,0,0
AC236668.3,0,0
AC236972.1,0,0
AC236972.2,0,0
AC236972.3,0,0
AC236972.4,0,0
AC237221.1,0,0
AC237221.2,0,0
AC239367.1,0,0
AC239367.2,0,0
AC239367.3,0,0
AC239584.1,0,0
AC239585.1,0,0
AC239585.2,0,0
AC239600.1,0,0
AC239600.2,0,0.123
AC239727.1,0.964,0.688
AC239798.1,2.809,1.397
AC239798.2,0,0
AC239799.1,1.35,1.391
AC239799.2,0.266,0.198
AC239800.1,1.59,1.397
AC239800.2,0.247,0.32
AC239800.3,0,0
AC239801.1,0,0
AC239802.1,0,0
AC239802.2,0,0
AC239803.1,0.698,1.163
AC239804.1,0,0
AC239804.2,0.115,0
AC239809.1,0,0
AC239809.2,0,0
AC239809.3,0.004,0
AC239859.1,0,0
AC239859.2,4.345,4.267
AC239859.3,0,0
AC239859.4,0.731,1.101
AC239859.5,1.974,1.006
AC239860.1,0.047,0
AC239860.2,0,0
AC239860.3,0,0
AC239860.4,0,0
AC239868.1,0,0
AC240442.1,0,0
AC240504.1,0,0
AC240565.1,0,0
AC240565.3,0.044,0
AC240565.4,0.057,0.034
AC241377.1,0.411,1.468
AC241377.2,0,0
AC241377.3,0.046,0.272
AC241377.4,0.276,0.525
AC241377.5,0.296,0.553
AC241520.1,0,0.065
AC241584.1,0.194,0.058
AC241584.2,0.086,0.068
AC241585.1,27.43,30.137
AC241585.2,0.994,0.722
AC241585.3,0.175,0.312
AC241644.1,0,0
AC241644.2,0,0
AC241644.3,0,0
AC241929.1,0,0
AC241952.1,0,0
AC241952.2,0.7,0.401
AC242022.1,0,0
AC242022.2,0,0
AC242376.1,0,0
AC242376.2,1.935,1.972
AC242425.1,0,0
AC242426.1,0.125,0.372
AC242426.2,0.247,0.259
AC242498.1,0,0
AC242842.1,0.672,0.16
AC242842.2,0,0
AC242842.3,0,0.025
AC242852.1,0,0
AC242852.2,0,0
AC242988.1,0.084,0
AC242988.2,2.6,1.731
AC243312.1,0,0
AC243428.1,0,0
AC243547.1,0,0
AC243547.2,0.513,0
AC243547.3,0.055,0.261
AC243562.1,0,0.184
AC243562.2,0,0
AC243562.3,0,0
AC243562.4,0,0
AC243569.1,0,0
AC243571.1,0,0
AC243571.2,0,0
AC243585.1,0,0
AC243585.2,0,0
AC243591.1,0,0
AC243654.1,0,0
AC243654.2,1.085,2.096
AC243654.3,0,0
AC243725.1,0,0
AC243732.1,0.07,0.413
AC243772.1,0,0
AC243772.2,0.051,0.04
AC243772.3,6.546,6.458
AC243773.1,0,0
AC243773.2,0.469,0.279
AC243829.1,1.115,1.784
AC243829.2,0,0
AC243829.3,0,0
AC243829.4,0,0
AC243829.5,0,0
AC243829.6,0,0
AC243829.7,0,0
AC243830.1,0.025,0
AC243830.2,0.191,0
AC243830.3,0.16,0
AC243919.1,274.788,287.379
AC243919.2,0,0.091
AC243960.1,0.083,0.05
AC243960.2,0.965,1.339
AC243960.3,0,0.074
AC243960.4,0,0
AC243960.5,0,0
AC243960.7,0,0
AC243961.1,0,0
AC243962.1,0.207,0.37
AC243964.1,0,0
AC243964.2,0,0
AC243964.3,0.297,0.558
AC243964.4,0,0
AC243965.1,0,0
AC243965.2,0.045,0.08
AC243967.1,0,0
AC243967.2,0,0
AC243967.3,0,0
AC243972.1,0,0
AC243972.2,0,0
AC243972.3,0,0
AC243994.1,0,0
AC244015.1,0,0
AC244015.2,0,0
AC244023.1,0,0
AC244033.1,0,0.082
AC244033.2,0.821,0.697
AC244034.1,0.455,0.812
AC244034.2,0.59,0.982
AC244034.3,0,0
AC244035.1,0.667,0.794
AC244035.2,0.222,0.791
AC244035.3,0,0
AC244035.4,0,0.093
AC244090.1,41.083,44.429
AC244090.2,0,0
AC244090.3,0.152,0.09
AC244093.1,0.443,0.439
AC244093.2,0,0
AC244093.3,0.877,1.216
AC244093.4,1.438,1.609
AC244093.5,0,0
AC244097.1,0,0
AC244098.1,0,0
AC244098.2,0,0
AC244098.3,0,0
AC244100.1,0,0
AC244100.2,0,0
AC244100.3,0,0
AC244100.4,0,0
AC244102.1,0,0
AC244102.2,0,0
AC244102.3,0,0
AC244102.4,0,0
AC244107.1,0,0.215
AC244107.2,0,0
AC244131.1,0,0
AC244131.2,0,0
AC244153.1,0,0
AC244154.1,0,0
AC244157.1,0,0
AC244157.2,0,0
AC244197.1,0,0
AC244197.2,0.55,0.872
AC244197.3,0.111,0.162
AC244205.1,0,0
AC244205.2,0,0
AC244213.1,0,0
AC244230.1,0,0
AC244230.2,0,0
AC244250.1,0,0
AC244250.2,0,0
AC244250.3,0,0
AC244250.4,0,0
AC244255.1,0,0
AC244258.1,0,0
AC244394.1,0.216,0.257
AC244394.2,0,0
AC244452.1,0,0
AC244452.3,0,0
AC244453.1,0.608,1.157
AC244453.2,0.288,0.121
AC244453.3,0.262,0.311
AC244472.1,0,0
AC244502.1,0.132,0.094
AC244502.2,0,0
AC244502.3,0,0
AC244505.1,0,0
AC244505.2,0,0
AC244505.3,0,0
AC244505.4,0,0
AC244505.5,0,0
AC244505.6,0,0
AC244505.7,0,0
AC244517.1,1.037,0.787
AC244517.10,0,0
AC244517.11,0.118,0.047
AC244517.12,0.091,0
AC244517.2,0,0
AC244517.3,0,0
AC244517.4,0.063,0
AC244517.5,0.461,0.32
AC244517.6,0.762,1.811
AC244517.7,0,0
AC244517.8,0.129,0.306
AC244517.9,0.138,0
AC244636.1,0,0
AC244636.2,0,0
AC244636.3,0,0.113
AC244669.1,1.194,1.419
AC244669.2,0,0
AC244669.3,0,0
AC244670.1,0,0
AC245008.1,0,0
AC245014.1,0.158,0
AC245014.2,0,0
AC245014.3,2.77,0.823
AC245028.1,0,0
AC245028.2,0,0
AC245028.3,0,0
AC245033.1,0.027,0.032
AC245033.2,0.285,0
AC245033.3,0,0
AC245033.4,0,0
AC245036.1,0,0
AC245036.2,0,0
AC245036.3,0,0
AC245036.4,0,0
AC245036.5,0,0
AC245041.1,0,0
AC245041.2,0.048,0.057
AC245047.1,0,0
AC245047.2,0,0
AC245047.3,0,0
AC245047.4,0,0
AC245047.5,0,0
AC245047.6,0,0
AC245047.7,0,0
AC245047.8,0,0
AC245052.1,0,0
AC245052.2,0,0
AC245052.3,0.2,0.159
AC245052.4,0.101,0.206
AC245052.5,0,0
AC245052.6,0,0
AC245052.7,0,0
AC245054.1,0,0
AC245054.2,0,0.448
AC245056.1,0,0
AC245060.1,0,0
AC245060.2,0,0
AC245060.3,0,0
AC245060.4,1.822,2.357
AC245060.5,0.365,0.499
AC245060.6,0,0
AC245060.7,2.656,2.368
AC245088.1,0,0
AC245088.2,0,0
AC245096.1,0,0
AC245100.1,0,0.042
AC245100.2,0.107,0.128
AC245100.3,0,0
AC245100.4,0.956,1.051
AC245100.5,1.089,0
AC245100.6,0,0
AC245100.7,0.815,0.808
AC245100.8,2.441,2.363
AC245100.9,0,0
AC245102.1,0,0
AC245102.2,0,0
AC245102.3,0,0
AC245123.1,0,0
AC245128.1,0.093,0.11
AC245128.2,0,0
AC245128.3,0,0
AC245140.1,0,0
AC245140.2,3.098,2.689
AC245140.3,0,0
AC245150.1,0,0
AC245164.1,0.292,0
AC245164.2,0,0
AC245177.1,0,0
AC245187.1,0,0
AC245187.2,0,0
AC245291.1,0,0
AC245291.2,0,0
AC245291.3,0,0
AC245297.1,0.174,0.277
AC245297.2,0.106,0.379
AC245297.3,0,0
AC245297.4,2.044,1.565
AC245369.2,0,0
AC245389.1,0,0
AC245407.1,0,0.158
AC245407.2,1.349,1.176
AC245427.1,0,0
AC245427.2,0,0
AC245452.1,0,0.182
AC245452.2,0,0
AC245452.3,0,0
AC245452.4,0,0
AC245505.1,0,0
AC245505.2,0,0
AC245505.3,0,0
AC245517.1,0,0
AC245517.2,0,0
AC245517.3,0,0
AC245517.4,0.428,0
AC245517.5,0,0
AC245519.1,0,0
AC245519.2,0,0
AC245595.1,0.041,0
AC245748.1,0,0
AC245748.2,0,0
AC245748.3,0,0
AC245884.1,1.703,1.62
AC245884.10,1.604,2.755
AC245884.11,0,0
AC245884.12,0,0
AC245884.2,0.149,0.177
AC245884.3,0,0
AC245884.4,1.018,0.454
AC245884.5,0,0
AC245884.6,0,0
AC245884.7,0,0
AC245884.8,1.98,2.029
AC245884.9,0,0
AC246680.1,0,0
AC246785.1,0,0.271
AC246785.2,0.82,0.835
AC246785.3,0.383,0.455
AC246785.4,0,0
AC246787.1,32.86,44.083
AC246787.2,0,0
AC246793.1,0.077,0.046
AC246817.1,1.501,1.726
AC246817.2,0.929,0.98
AC247036.1,0,0
AC247039.1,0,0
AC253536.1,0,0
AC253536.2,0,0
AC253536.3,2.368,4.352
AC253536.4,0,0
AC253536.5,0,0
AC253536.6,1.45,0.108
AC253536.7,0,0
AC253572.1,0.27,0.257
AC253572.2,0.549,0.599
AC253576.1,0,0
AC253576.2,0.311,0.862
AC254562.1,0.263,0
AC254562.2,0.09,0.107
AC254562.3,1.333,1.471
AC254629.1,0,0
AC254633.1,0.174,0.207
ACAA1,23.61,22.172
ACAA2,22.916,21.412
ACACA,60.764,48.94
ACACB,21.766,17.175
ACAD10,13.266,12.127
ACAD11,0.263,0.284
ACAD8,6.925,6.208
ACAD9,74.033,69.342
ACADL,0,0.042
ACADM,76.005,61.342
ACADS,28.549,28.333
ACADSB,17.912,14.115
ACADVL,158.158,140.101
ACAN,0,0
ACAP1,0.486,0.481
ACAP2,46.561,37.751
ACAP2-IT1,3.308,4.037
ACAP3,11.273,10.705
ACAT1,68.46,63.803
ACAT2,141.987,118.891
ACBD3,99.567,90.267
ACBD3-AS1,0,0.133
ACBD4,4.677,3.461
ACBD5,23.829,20.016
ACBD6,13.53,12.94
ACBD7,1.542,1.148
ACCS,12.865,10.271
ACCSL,0,0
ACD,32.373,30.293
ACE,1.537,1.281
ACE2,0,0
ACE3P,0,0
ACER1,0,0.05
ACER2,12.196,10.714
ACER2P1,0,0
ACER3,13.078,12.826
ACHE,0.059,0.088
ACIN1,109.566,92.863
ACKR1,0,0
ACKR2,2.519,2.538
ACKR3,0.435,1.001
ACKR4,0.045,0.027
ACKR4P1,0,0.068
ACLY,420.695,358.999
ACMSD,0,0
ACNATP,0,0
ACO1,21.531,19.323
ACO2,162.253,158.647
ACOD1,0.028,0.132
ACOT1,12.648,12.031
ACOT11,10.934,9.578
ACOT12,0.024,0.029
ACOT13,9.911,10.419
ACOT2,40.087,35.158
ACOT4,18.463,18.022
ACOT6,0.035,0.042
ACOT7,57.621,59.541
ACOT8,17.507,17.749
ACOT9,12.843,12.159
ACOX1,32.376,29.048
ACOX2,1.006,0.897
ACOX3,21.725,20.409
ACOXL,0.366,0.323
ACOXL-AS1,0.103,0.061
ACP1,64.385,58.768
ACP2,28.637,26.465
ACP3,22.427,20.175
ACP4,0,0
ACP5,0,0
ACP6,2.635,2.62
ACP7,0,0
ACR,0,0
ACRBP,9.45,8.471
ACRV1,0.214,0.182
ACSBG1,0.074,0.053
ACSBG2,0.349,0.435
ACSF2,10.735,9.696
ACSF3,9.112,9.232
ACSL1,35.387,33.131
ACSL3,100.8,83.845
ACSL3-AS1,0,0
ACSL4,104.665,86.685
ACSL5,67.428,60.276
ACSL6,0,0.017
ACSL6-AS1,0,0
ACSM1,0.084,0.1
ACSM2A,0,0
ACSM2B,0,0
ACSM3,1.016,0.865
ACSM4,0,0
ACSM5,0.045,0.09
ACSM5P1,0,0
ACSM6,0,0
ACSS1,8.902,7.117
ACSS2,22.136,18.577
ACSS3,2.424,2.112
ACTA1,0.321,0.573
ACTA2,1.615,1.104
ACTA2-AS1,0,0
ACTB,11867.02,11684.588
ACTBL2,0,0
ACTBP1,0,0
ACTBP11,0.48,1.078
ACTBP12,0,0
ACTBP13,0,0.036
ACTBP14,0.055,0
ACTBP2,1.926,2.162
ACTBP6,0,0
ACTBP7,0.107,0.254
ACTBP8,0.379,0.58
ACTBP9,0.656,0.39
ACTC1,0,0
ACTG1,5716.577,5796.522
ACTG1P1,0.479,0.633
ACTG1P10,0,0.066
ACTG1P11,0,0
ACTG1P12,0.103,0.123
ACTG1P13,0,0
ACTG1P14,2.088,2.546
ACTG1P15,0,0.067
ACTG1P16,0,0.066
ACTG1P17,0.659,0.75
ACTG1P18,0,0
ACTG1P19,0.215,0.064
ACTG1P2,0,0
ACTG1P20,4.236,5.189
ACTG1P21,0,0.214
ACTG1P22,0,0
ACTG1P23,0.336,0.333
ACTG1P24,0.616,0.489
ACTG1P3,0.27,0.321
ACTG1P4,0,0
ACTG1P9,0.068,0.027
ACTG2,0.457,0.525
ACTL10,1.777,1.726
ACTL6A,88.382,78.781
ACTL6B,0,0
ACTL7A,0,0
ACTL7B,0.086,0.051
ACTL8,2.183,1.82
ACTL9,0,0
ACTN1,188.406,173.721
ACTN1-AS1,0.578,0.687
ACTN2,0.149,0.13
ACTN3,0.017,0.021
ACTN4,297.171,281.496
ACTN4P1,0.083,0.148
ACTN4P2,0,0
ACTP1,0.314,0
ACTR10,31.335,27.161
ACTR1A,74.288,70.731
ACTR1AP1,0,0
ACTR1B,45.919,37.876
ACTR2,898.546,814.304
ACTR3,182.135,167.086
ACTR3B,6.661,6.106
ACTR3BP1,0,0
ACTR3BP2,0,0
ACTR3BP3,0,0
ACTR3BP4,0,0
ACTR3BP5,0,0
ACTR3BP6,0,0
ACTR3C,0.065,0.022
ACTR3P2,0.096,0
ACTR3P3,0,0
ACTR5,19.126,17.161
ACTR6,19.014,16.97
ACTR6P1,0,0
ACTR8,31.649,27.103
ACTRT1,0,0
ACTRT2,0,0
ACTRT3,8.484,7.181
ACVR1,3.66,3.555
ACVR1B,12.166,11.058
ACVR1C,0.637,0.489
ACVR2A,2.068,2.005
ACVR2B,5.213,4.657
ACVR2B-AS1,0.263,0.255
ACVRL1,7.979,6.853
ACY1,2.656,2.735
ACY3,2.322,2.709
ACYP1,16.958,14.459
ACYP2,3.352,3.137
AD000090.1,0.122,0.145
AD000091.1,0,0
AD000671.1,0.116,0.138
AD000671.2,0.062,0.148
AD000671.3,0.059,0
AD000813.1,0.505,0.773
AD000864.1,0.236,0.249
AD001527.1,0,0
AD001527.2,0.077,0
ADA,27.115,23.239
ADA2,8.447,7.418
ADAD1,0,0
ADAD1P2,0,0
ADAD2,0,0
ADAL,8.233,7.734
ADAM10,56.128,49.797
ADAM11,3.607,3.458
ADAM12,0.822,0.847
ADAM15,57.586,56.18
ADAM17,25.98,24.12
ADAM18,0.016,0
ADAM19,0.351,0.519
ADAM1A,0,0
ADAM1B,0.12,0.071
