Gene,Pat3.Myeloid,Pat1.Myeloid,Pat2.Myeloid,Pat5.Myeloid,MS2.Myeloid,MS4.Myeloid,MS5.Myeloid
POLG2,2.815,3.111,3.167,2.836,2.538,3.198,2.094
RNF24,3.953,3.738,4.188,3.215,2.538,3.198,2.617
CA5B,1.771,1.745,1.176,1.655,3.408,2.749,2.243
ZHX1,4.008,4.077,3.852,4.031,3.038,4.719,3.61
HRH3,0,0,0,0,0,0,0
XPOT,4.428,4.265,4.46,3.828,4.338,3.897,4.264
CHP1,4.008,4.174,4.315,4.586,4.156,4.719,5.518
RWDD2A,1.142,2.653,3.098,1.912,0,1.788,1.927
SNF8,3.145,2.782,3.356,2.896,1.767,4.366,4.398
NRM,3.414,2.512,2.595,2.025,0,3.729,3.37
KLHL2,2.208,3.01,2.783,2.706,4.156,2.914,2.094
IFT43,0,1.745,2.491,1.156,1.767,1.788,2.094
CHRM1,,,,,,,
PNKP,2.543,1.745,1.978,1.789,0,0.8619,2.094
CFAP36,3.414,3.01,2.595,1.789,3.408,2.562,3.766
LYST,5.241,6.219,5.707,5.081,4.778,5.075,5.094
PLCD3,1.142,1.745,1.422,0.9417,3.703,0,1.264
LYPLA2,3.414,3.01,3.356,3.065,2.538,3.897,4.264
CDCA5,0,0,0,0.3862,0,0,0.5528
AHNAK2,0,0,1.176,0.3862,0,0,0
COPE,4.428,4.174,4.566,4.058,3.947,4.888,5.903
ECD,3.24,3.01,3.414,3.352,3.703,3.063,2.914
MGAT4A,6.438,6.973,6.762,6.848,7.362,6.81,6.575
GPN1,3.24,1.978,2.595,1.912,3.408,2.094,2.723
C12orf57,2.933,2.512,2.692,3.308,4.5,2.914,3.001
CHRM5,0.6812,0,0,0,0,0.8619,0
ACOT7,0,0,1.632,0.9417,3.408,1.398,2.617
CBX3,5.07,5.655,5.181,4.87,4.156,5.388,5.458
EXOC3,3.895,4.508,4.048,3.352,3.703,3.063,3.664
GABARAP,2.543,1.467,2.124,3.117,3.038,5.109,3.908
U2AF2,5.07,5.007,5.214,4.058,4.338,4.528,5.074
SCRG1,3.24,3.673,2.783,4.185,5.752,3.198,2.094
SMIM12,3.33,3.738,3.098,2.896,3.408,2.749,3.16
GABARAPL2,4.544,4.308,4.757,5.376,4.5,4.927,5.347
HELQ,2.543,3.111,3.233,2.772,2.538,2.094,2.243
MFSD3,2.815,1.122,2.491,2.563,0,2.094,3.001
CHRNA4,0,0,0,0,0,0,0
SLC35A4,3.836,1.745,3.098,3.627,3.408,3.729,3.553
MCM3AP-AS1,1.142,0.6671,1.422,0.6905,0,0,0
CHRNB2,0,0,0,0,1.767,0,0
EFHC1,2.933,3.01,2.949,2.319,0,2.094,0.9515
CHUK,2.933,3.379,2.491,3.215,2.538,2.914,2.503
BTBD9,2.385,2.355,2.379,1.507,1.767,0.8619,2.617
MBD6,3.836,4.47,4.779,4.71,4.778,3.198,4.52
XKR4,5.925,5.293,5.095,6.252,7.382,4.719,2.617
SLC25A25,0.6812,0,0,0.3862,0,0,0.5528
TUBGCP5,3.773,3.738,3.233,3.167,4.338,3.539,2.723
ESCO1,3.568,3.86,3.524,3.889,3.947,3.198,3.952
MYSM1,3.414,4.869,5.059,4.792,5.115,2.914,4.116
RNF157,4.112,3.738,4.54,4.71,5.212,4.366,3.001
SORCS1,0,0,0.5059,0,1.767,0,0
KLHL29,,,,,,,
OSBPL5,2.006,0.6671,0.8798,1.156,1.767,1.398,1.264
OSBPL11,4.387,4.839,5.147,5.145,4.338,3.637,4.155
C1QTNF4,0,0.6671,0,0.3862,1.767,0,0.5528
C1QTNF6,1.491,1.745,2.124,1.912,1.767,0.8619,1.52
C1QTNF7,0,0,0.5059,0,3.408,0.8619,0
FBXO32,0,2.355,1.632,0.9417,2.538,1.398,2.094
GPRASP2,1.142,0,1.422,0.9417,1.767,0,0
MRFAP1L1,3.64,3.534,3.973,3.515,3.947,3.897,3.233
FLYWCH2,1.142,0.6671,0.5059,1.342,0,0.8619,1.264
WDR31,3.836,3.605,3.296,4.004,5.989,3.063,1.264
VASN,,,,,,,
NT5C3B,2.385,1.745,1.632,1.789,1.767,2.347,2.503
CCDC124,2.933,2.9,3.167,1.789,1.767,2.347,3.664
SLC26A7,0,1.467,1.176,0.9417,1.767,0,0
ZNF554,4.815,4.839,4.487,5.054,7.005,4.476,2.914
DDIT4L,0,0,0,0,0,0,0
SLC25A26,2.006,2.179,1.816,1.156,1.767,0,2.094
GBP4,5.851,5.916,6.291,6.234,7.403,6.205,6.063
UHRF2,3.836,3.917,3.72,3.764,3.408,3.321,3.303
ARHGEF25,0,0.6671,0,0,0,0,0
ARHGAP33,2.208,2.355,2.124,0.6905,1.767,2.094,1.52
IQCD,0,0,0,0,0,0.8619,0
DHRS1,3.33,4.35,3.674,3.627,2.538,3.815,3.995
RAB3C,0,0.6671,0,0,0,0,0
CTHRC1,0,0,0,0,0,0,0
TSR3,2.006,1.467,2.692,2.13,2.538,2.347,4.077
CCDC151,0.6812,0,0.5059,1.156,0,0.8619,0
CKMT2,0,0,0,0,2.538,0,0.5528
LRRC58,7.115,6.723,6.768,7.098,8.469,6.861,5.503
LYSMD3,3.24,3.01,2.783,3.352,1.767,2.749,3.303
FAM210B,3.493,3.605,2.949,3.764,3.947,3.539,4.49
ZMYND19,1.491,1.978,1.176,2.13,3.038,1.398,1.927
ABHD15,5.33,4.98,5.324,6.053,7.297,5.98,4.97
MOGAT1,0.6812,0.6671,0,0,0,0,0
C8orf34,5.096,4.545,4.801,4.776,5.875,4.528,1.52
LYPD1,0,0,0.5059,0,0,0,0.9515
GRIN3A,0,1.467,0,0,0,0,0.5528
TOP1MT,0,0,0,0,0,0.8619,2.094
OLIG1,0,0,0,0,3.408,0,0.9515
CLNK,5.308,4.81,5.059,5.397,6.892,5.143,4.264
TSEN15,2.385,3.295,2.868,3.011,0,2.562,3.001
MRPL54,1.771,2.179,2.379,2.636,1.767,2.749,4.116
HSPA12B,0,0,0,0,0,0,0
ARAP1,2.933,1.978,2.257,2.13,1.767,3.434,4.549
AGAP2,0,0.6671,0.8798,1.342,0,0,0.5528
AGAP3,3.043,2.179,1.816,2.896,3.703,3.198,4.332
TADA1,2.208,2.179,2.124,1.507,0,1.398,2.243
SSX2IP,1.142,2.355,1.422,2.227,1.767,2.562,1.52
AP2S1,3.895,3.459,3.47,3.436,3.947,4.422,5.074
TMC1,,,,,,,
ZNF354B,2.208,3.01,2.491,2.563,2.538,3.063,1.927
CLC,,,,,,,
CLCN3,3.708,4.47,4.22,4.209,3.947,3.321,3.716
CLCN4,1.771,1.978,2.257,1.912,1.767,0.8619,0.5528
CLCN5,4.617,4.35,4.591,4.41,3.947,3.539,2.503
UBE2J2,3.145,3.206,3.356,2.405,3.038,3.198,2.379
OLFM3,0,0.6671,0.5059,0,1.767,0,0
ANTXR2,0,0.6671,0.5059,0,3.038,4.848,4.116
EXOSC6,4.905,4.748,4.688,4.491,4.646,4.578,3.495
CLCN7,1.491,2.179,1.176,2.227,0,2.347,0.9515
C10orf90,0,0,0,0,2.538,0,0.5528
PSTK,0.6812,1.122,0.8798,0,0,0,0.5528
MORN4,1.771,1.467,1.176,0,0,0,0.5528
ADD2,1.771,0,0.5059,0.6905,3.038,1.398,0
AGAP4,4.21,4.35,4.345,3.947,3.038,4.366,1.927
GSTO2,0,0.6671,0.5059,0,1.767,0,0
CLK1,5.33,5.737,5.753,5.798,5.011,4.763,4.298
SFXN4,2.006,1.467,2.491,2.405,1.767,2.094,3.001
CLK3,3.64,3.459,3.296,3.663,3.947,3.897,3.61
TPP1,7.031,6.755,6.779,6.773,6.566,7.55,8.274
SLC36A4,3.414,3.534,3.575,3.515,3.703,2.914,3.16
CYP2R1,3.33,3.459,2.868,3.011,2.538,2.562,1.52
COLCA2,,,,,,,
DNAJC24,2.208,2.782,1.422,0.3862,1.767,0,1.264
CCDC38,0,0,0.5059,0.3862,1.767,0,0
CLTA,4.617,4.431,4.284,5.054,2.538,4.476,5.658
CLTB,3.043,3.111,2.783,2.955,1.767,4.247,4.298
TMEM132D,0,0.6671,0,0,0,0,0
IKBIP,4.21,3.972,4.253,5.428,6.672,5.039,4.155
FGD4,6.008,6.649,6.186,6.032,5.544,5.33,5.113
AEBP2,3.043,3.605,3.098,3.215,3.038,3.321,3.233
SLAIN1,1.771,1.745,0.8798,0.9417,4.338,0.8619,0.5528
ANKRD9,5.605,5.568,5.454,4.839,7.005,4.806,3.815
IFI27L1,1.771,0,1.422,0.6905,0,0.8619,1.738
MRPL52,3.043,1.978,1.816,3.167,3.038,3.321,2.914
KLHDC1,3.145,2.355,2.783,2.896,2.538,2.914,2.914
SOCS4,3.708,3.111,3.524,3.476,1.767,3.198,2.243
ISCA2,2.933,3.972,3.356,3.352,5.212,3.321,3.908
CCR1,6.769,6.063,6.915,6.432,4.899,5.24,6.312
SLC25A29,1.491,1.467,1.422,1.789,1.767,2.914,1.52
LEO1,2.385,2.355,2.124,1.912,0,1.788,3.083
TARSL2,1.771,1.467,2.257,2.227,2.538,1.398,2.723
AGBL1,,,,,,,
WHAMM,3.953,4.22,4.487,4.11,3.408,4.247,3.908
NTAN1,1.491,0.6671,1.422,0.6905,0,1.398,2.503
FOPNL,2.815,3.295,2.692,3.215,1.767,4.117,3.37
CCDC78,0,0.6671,0,0,0,0,0
IQCK,0,0,0.5059,0,0,0,0.5528
PAQR4,0,0.6671,0.8798,0,3.408,0.8619,0.9515
CDYL2,0,1.122,0,0,0,1.788,0.9515
ANKS3,2.006,2.179,2.257,2.227,2.538,1.398,1.52
ZNF720,2.543,3.738,2.595,2.563,2.538,3.063,2.503
EARS2,2.006,2.179,2.257,1.655,0,2.094,2.094
SLC38A10,5.709,5.397,5.495,5.478,5.388,4.848,5.033
KIF19,0,0,0,0,0,0,0
SLC43A2,6.312,6.219,6.028,6.832,7.811,6.493,5.395
CYB5D2,4.344,3.917,3.894,3.889,4.899,3.539,3.495
WDR81,2.815,1.467,2.379,3.436,0,3.539,4.077
TBC1D16,3.64,3.111,3.098,3.476,3.408,2.094,3.001
TTC39C,1.771,1.122,1.978,1.655,3.703,3.539,3.001
C19orf70,3.33,1.978,2.491,2.896,4.5,3.815,3.61
ZNF441,2.543,2.179,1.978,1.912,1.767,2.562,1.52
CCDC159,3.24,1.978,3.233,2.772,2.538,2.094,3.553
JOSD2,0,0,0,0,0,0,0
CPT1C,0,0,0,0,1.767,0,0
CNGA4,,,,,,,
WDR88,0,0,0,0.3862,0,0,0
EID2B,3.773,3.459,3.025,4.491,4.338,2.914,0.9515
TNFAIP8L1,5.33,4.581,5.522,4.693,6.412,4.927,4.192
ZNF428,2.385,1.978,2.257,2.896,1.767,3.198,3.233
MOB3A,4.876,4.025,4.965,4.64,3.408,4.627,5.013
PLK5,0,0,0,0,1.767,0,0
SHE,1.771,2.179,3.167,1.789,1.767,2.562,0.9515
CCSAP,3.568,3.605,3.296,3.011,3.947,3.198,3.995
PUSL1,1.142,0,0,0.6905,0,0,0.9515
AXDND1,0,0.6671,0,0,0,0,0
TYW3,2.685,3.01,2.949,3.215,1.767,3.434,3.083
LRRIQ3,0.6812,0.6671,0.5059,0.3862,1.767,0,0.5528
TPRG1L,3.24,3.111,3.167,2.486,3.703,3.434,3.495
MYOM3,0,0,0,0.3862,0,0,0
ARL8A,2.385,2.653,2.379,2.955,2.538,3.539,4.116
ADH5,3.953,3.673,3.414,3.828,4.778,3.974,5.013
C1orf131,2.006,2.9,2.868,2.319,1.767,2.749,2.243
NAXE,2.006,2.355,2.868,2.636,1.767,3.637,3.553
C1orf162,5.454,4.926,5.84,5.418,5.011,7.129,6.862
COL4A2,0,1.122,0,0.3862,0,0,0.9515
NKAIN4,,,,,,,
VSTM2L,0,0,0,0,0,0,0
SNHG11,2.006,1.745,1.978,2.227,2.538,1.398,1.52
FITM2,3.493,3.605,3.414,3.308,5.686,3.198,2.822
COL4A5,0,0,0,0,2.538,0.8619,0
DUSP15,1.142,1.122,0,1.156,0,0,0
CHMP4B,3.043,4.077,3.72,4.16,3.703,4.927,4.46
TANGO2,3.568,3.206,3.296,3.796,3.947,2.914,3.303
COL5A2,1.142,1.467,0.5059,0.3862,1.767,0.8619,0
COL6A1,0,0,0,0,0,0.8619,0
TMEM150A,2.685,2.653,2.595,2.227,3.038,3.063,3.16
COL7A1,0,0,0,0,0,0,0
TYW5,2.815,2.512,2.692,2.227,2.538,2.094,1.927
COL9A2,5.692,5.084,4.906,4.368,4.899,2.562,3.001
RBM45,1.142,1.978,1.816,2.025,1.767,0.8619,0.9515
CCDC173,0,0.6671,0,0,3.038,0,0
COL9A3,0,0,0,0,1.767,0.8619,1.264
ICA1L,6.125,5.998,5.786,6.303,7.483,5.24,3.862
CLHC1,1.491,0.6671,0.5059,0.9417,0,1.398,1.264
PLEKHH2,2.933,2.9,1.816,2.227,1.767,0,0
TTC32,2.933,1.978,2.124,2.896,2.538,1.788,1.264
KCTD18,2.543,3.379,3.233,2.563,2.538,3.198,2.503
ZNF513,1.491,1.745,2.595,2.13,0,0.8619,2.094
LYPD6,0,0,0,0,0,0,0
TMEM178A,0,0,0,0.3862,2.538,0,0.5528
MDH1B,,,,,,,
CCDC148,0,0.6671,0,0,1.767,0,0
COL19A1,0.6812,1.122,0,0,1.767,0,0
CPNE4,0,0,0.5059,0.3862,0,0,0
CCDC58,2.006,2.512,1.422,1.507,3.038,1.788,2.379
KCNH8,0.6812,0,0,0,0,0.8619,0.5528
COMT,5.044,5.084,5.324,4.346,3.947,5.301,5.88
COPA,5.641,5.476,5.574,5.682,5.468,5.669,6.303
DCBLD2,2.385,1.122,2.379,2.025,1.767,1.398,1.52
NUDT16,3.773,4.22,3.894,4.004,3.408,2.914,3.303
TMEM155,0,0,0.5059,0,0,0,0
SLC9B2,0,0.6671,0,0,0,0,0
IL31RA,0,0,0,0,0,0,0
PRRC1,3.64,4.077,3.81,2.955,1.767,4.366,3.908
NADK2,2.208,2.9,2.124,2.486,2.538,2.749,3.001
CCDC127,3.043,1.467,2.257,2.319,1.767,0,3.16
COX6B1,4.876,4.65,4.965,4.431,4.5,5.597,5.786
UBE2QL1,0,0,0,0,0,0,0
LSM11,4.256,4.616,4.403,4.71,6.328,3.974,2.617
POC5,2.815,2.512,2.868,2.405,2.538,2.347,2.094
STARD4,2.933,2.782,3.766,4.51,0,2.347,2.094
UBLCP1,4.506,3.8,4.315,4.209,3.038,3.539,4.036
C5orf24,4.72,5.397,5.231,4.9,4.646,4.308,4.228
COX7A1,0,0,0,0,0,0,0
COX7A2,3.953,3.8,3.356,4.279,3.703,4.627,4.606
CLVS2,0,1.122,0,0,0,0,0
PACRG,0,0,0,0,2.538,0,0
B3GAT2,0.6812,0,0.5059,0,0,0,0
CD109,0,1.122,0.5059,0.9417,3.703,2.094,1.264
PM20D2,2.933,3.534,2.692,2.025,2.538,2.914,2.723
SRSF12,2.385,3.111,2.379,1.342,4.646,0,0
COX11,2.685,1.122,1.978,3.262,3.408,2.094,3.37
ADORA2B,0,0,0.5059,0,2.538,0,1.264
ZNF786,2.208,1.978,2.124,2.025,2.538,1.788,1.264
COL26A1,0,0,0,0,0,2.562,0
MTPN,5.096,5.293,5.354,5.027,3.947,5.801,5.786
LRGUK,0,1.122,0,0.3862,0,1.398,0
MPLKIP,4.846,5.157,4.886,4.958,5.933,4.117,3.716
CPM,5.709,5.672,5.719,5.194,6.412,7.581,9.16
CPOX,2.815,2.512,2.692,2.405,1.767,2.094,2.503
FAM92A,0,1.467,0.5059,0.6905,1.767,0.8619,1.264
VPS37A,4.008,3.8,3.81,3.262,0,3.974,3.995
CPT2,3.414,3.01,2.783,3.515,3.947,2.749,3.495
UBXN2B,3.33,3.673,3.625,3.476,3.038,4.117,3.862
HGSNAT,5.241,4.869,5.059,5.014,1.767,5.039,4.738
FAM69B,0,0,0,0,0,0,0
CRAT,2.006,1.745,1.632,1.789,2.538,2.094,2.379
ATF6B,2.815,1.745,2.257,4.586,2.538,1.788,2.094
CREBL2,5.352,4.898,5.574,5.448,4.778,5.714,5.947
CREM,2.933,3.534,3.098,4.41,1.767,3.434,3.553
SLITRK4,0,0.6671,0.5059,0,1.767,1.788,0
FUNDC1,2.933,1.745,2.491,2.486,0,3.434,2.617
CRMP1,0,0,0,0,0,0,0
HAPLN1,0,1.745,0,0,2.538,0,0
MYL6B,1.771,1.122,0.8798,0.6905,0,1.788,2.617
ZNF358,3.24,2.179,3.233,3.011,4.338,3.637,3.908
CHODL,0,0,0,0,0,0,0
SELENOM,1.142,0,1.176,2.706,1.767,2.347,1.52
NEK7,3.493,4.077,3.81,4.084,4.156,3.974,3.766
ZFP28,2.543,2.179,1.422,2.319,0,1.398,1.52
ZBTB46,2.006,2.179,2.124,3.011,1.767,2.914,2.723
WFDC3,0,0.6671,0,0,0,0,0
NOL4L,4.581,4.47,4.965,4.302,3.947,2.562,3.434
SOGA1,4.934,4.839,5.412,4.885,5.388,3.974,3.61
DYNLL2,4.256,4.025,4.487,4.568,5.468,5.416,4.116
ADAMTS14,0,0,0.5059,0,0,0.8619,0
NRSN1,0,0,0,0,0,0,0
SMCR8,3.043,4.265,4.048,3.697,6.042,4.578,3.61
CRY2,2.006,2.179,2.491,2.025,1.767,0,2.094
TRPM6,4.846,3.379,4.011,3.918,6.094,3.539,2.094
ROMO1,3.043,2.179,2.692,2.772,3.038,2.914,3.908
NEURL2,0,0,0,0.6905,0,0,0.9515
CRYAB,0,0,1.816,0.3862,9.003,5.923,3.61
CRYBB2P1,,,,,,,
PARP1,4.21,4.869,5.339,4.87,5.011,5.301,5.189
ACSM6,0,0.6671,0.5059,0,0,0,0
CS,5.146,4.748,4.665,4.658,4.156,4.308,5.261
FRMPD2,0,0.6671,0,0,0,0,0
MAPK14,4.008,3.8,2.868,3.764,3.408,3.637,3.61
CACUL1,5.434,5.799,5.369,5.766,4.778,5.271,5.604
SYT9,0,0,0,0,0,0,0
CSF1R,9.661,9.515,9.711,9.258,7.63,7.629,7.757
FAM76B,3.64,4.391,3.894,3.764,3.947,2.749,3.16
KBTBD3,1.771,1.978,2.257,1.507,1.767,1.398,0.9515
DNHD1,3.568,3.295,2.692,1.507,0,2.347,1.264
PRICKLE1,0.6812,0.6671,0,0.9417,0,0,0.5528
BCDIN3D,4.301,4.265,3.233,3.976,5.544,4.183,3.16
GLIPR1L2,3.773,3.673,3.934,3.436,5.011,2.914,2.723
CPNE8,0,0,0,0,0,2.347,3.37
TMEM120B,2.006,1.978,1.176,2.319,1.767,0.8619,1.927
MIPOL1,3.414,3.738,3.025,4.368,6.284,3.198,1.52
CSNK1G2,4.99,4.308,5.181,5.276,1.767,4.848,3.766
CEP128,2.006,3.111,2.949,1.507,3.408,2.094,1.264
TTC7B,3.708,3.206,1.978,2.955,5.212,2.562,2.914
CSNK1G3,2.815,3.206,2.949,3.591,4.156,3.637,2.822
LYSMD4,1.491,1.467,0.8798,1.655,1.767,0,1.738
FAM81A,0,0.6671,0,0,0,0.8619,0
C15orf61,2.208,2.512,2.783,1.912,0,2.914,3.083
CSNK2A2,2.385,1.745,1.422,2.025,0,3.637,3.001
CDAN1,1.142,0.6671,1.978,2.13,0,2.347,1.264
VWA3A,0,0.6671,0,0.3862,0,0,0
CARMIL2,0,0,0,0.6905,0,1.398,0.5528
BEAN1,0,0,0,0,1.767,0,0
FBXL16,0.6812,0.6671,0.8798,0.6905,2.538,0.8619,0
ZNF688,3.33,4.025,3.72,3.394,4.778,1.398,3.233
C16orf89,0,0,0.5059,1.342,0,0,0.5528
MGAT5B,0,0,0,0,0,0,0
B3GNTL1,1.771,2.179,1.632,0.3862,3.408,1.788,0.9515
RBFOX3,0,0,0.5059,0,0,0,0
RTN4RL1,0,1.122,0.8798,0.6905,0,0,0
EFCAB3,0,0,0,0,0,0,0
RUNDC1,5.264,5.568,5.495,6.257,7.423,6.252,4.904
DHRS13,,,,,,,
NOTUM,0.6812,0,0.5059,0,0,0,0
CCBE1,4.617,3.738,3.81,3.796,6.239,3.974,2.379
ANKRD29,0.6812,0,0,0.3862,0,1.398,2.243
CSTB,5.044,5.688,4.487,4.944,4.5,5.961,8.351
SPACA6,,,,,,,
ZNF578,0,1.122,0,0,1.767,0,0.5528
SMIM17,0,0,0.5059,0,0,0,0
C19orf18,0.6812,0.6671,0.5059,1.342,0,0,0
ZNF418,0,0.6671,0,0.3862,0,0,0.9515
ILF3-AS1,4.686,4.431,5.059,5.054,5.388,4.247,3.083
ZNF784,1.142,0,0.8798,2.227,0,1.788,1.738
CSTF3,3.043,3.295,3.233,3.436,0,2.347,2.503
DACT3,5.17,4.126,4.487,4.51,5.875,2.914,2.243
ZNF420,2.006,2.179,2.257,2.563,0,2.749,1.927
ZNF565,2.543,3.605,3.356,2.636,1.767,1.398,1.52
ZNF542P,,,,,,,
TICAM1,3.414,3.86,3.167,3.976,1.767,4.047,3.37
PROSER3,2.385,1.978,2.491,3.167,3.408,1.788,1.52
ZNF558,2.685,2.653,2.783,2.563,1.767,2.562,1.738
ATP8B3,0,1.122,1.632,0.3862,3.038,0,0
DIRAS1,0,0,0.8798,0.6905,0,0.8619,2.617
ZNF555,2.933,3.605,3.356,2.486,3.947,2.347,2.822
ZNF569,1.771,2.512,1.422,2.13,3.408,1.788,1.927
C1orf74,1.142,1.122,0,0.6905,0,0.8619,0
BROX,3.24,4.265,3.575,3.663,4.338,4.047,4.264
SAMD11,0,0,0,0,0,0,0
PHF13,2.385,1.122,1.978,2.486,0,1.788,1.52
CTBP1,4.686,4.581,4.906,4.839,4.156,4.719,4.904
ANKRD35,0.6812,1.122,1.422,0.9417,1.767,0,0.5528
B3GALNT2,1.142,1.122,0.8798,0.9417,1.767,0,0.9515
MFSD4A,0.6812,0,0.8798,0.6905,3.038,1.398,0.5528
SLC30A7,3.895,4.077,3.81,4.279,3.703,4.578,4.077
DCST1,,,,,,,
SHISA4,1.491,0,1.422,1.156,1.767,2.562,0
PDIK1L,3.145,2.179,2.692,3.262,1.767,2.562,2.503
CCDC24,2.385,1.122,1.816,1.912,0,1.398,0.9515
CTNNA1,4.544,4.025,4.757,4.368,3.947,4.476,5.189
RNF187,3.33,2.512,3.414,2.706,4.646,4.047,4.49
C20orf196,1.771,1.122,1.422,0.9417,0,0.8619,1.52
CTNNB1,4.344,3.206,4.084,4.854,3.947,3.815,4.606
LSM14B,2.543,2.355,2.783,3.262,0,2.749,2.094
LIPI,0,0.6671,0,0,1.767,0,0
AIFM3,1.771,1.122,1.422,1.507,0,1.398,0.9515
YDJC,3.145,1.745,2.491,2.955,3.038,2.749,2.914
HORMAD2,0,0,0,0,0,0,0
MORC2-AS1,,,,,,,
CHADL,0,1.122,1.176,0.9417,2.538,0,0.5528
TTL,5.414,4.869,4.566,4.958,5.617,5.143,4.398
CBWD2,3.33,3.01,3.414,0.9417,1.767,2.749,2.617
ANKAR,1.142,2.9,1.978,2.025,0,1.788,1.52
FBXO41,1.142,2.355,0.8798,2.13,1.767,3.198,2.243
CTSB,9.797,9.586,9.575,9.111,8.469,9.083,10.3
GAREM2,0.6812,1.467,1.422,1.789,0,0,0.5528
PUS10,2.208,1.978,2.257,1.342,3.038,2.347,1.52
ZNF385B,0,0,0,0,0,0,0
FAHD2B,2.006,1.745,0.5059,0.9417,0,0,0.9515
RMDN2,1.491,1.467,0,1.655,0,1.398,1.52
CTSL,5.308,5.357,5.278,4.944,5.686,5.388,7.386
GDF7,0,0,0,0,0,0,0.5528
WDSUB1,3.043,2.512,2.124,2.025,1.767,2.749,2.617
DTX3L,4.061,3.459,4.011,4.11,3.408,4.476,4.429
CCDC12,3.145,3.295,3.025,3.436,3.408,3.434,3.766
MB21D2,2.006,1.745,0.5059,2.636,2.538,1.398,1.52
XXYLT1,2.543,1.745,2.692,2.319,1.767,2.749,2.503
NEK10,0,1.745,0.8798,0.9417,1.767,1.398,0
CCDC50,6.279,5.721,5.932,6.292,3.947,6.44,5.458
IGSF11,0,0.6671,0,0,1.767,0,0
ZNF595,2.933,2.355,3.356,2.563,2.538,1.788,1.264
JAKMIP1,0,0,0,0,1.767,0,0
THAP6,2.815,3.01,3.674,3.215,3.038,1.398,2.094
TRMT44,0.6812,0,1.176,0.9417,0,1.398,1.264
SLC38A9,2.815,3.379,2.491,3.697,2.538,2.347,2.822
CREBRF,5.658,6.207,5.742,5.673,5.468,6.426,5.798
TMEM167A,3.568,3.459,3.524,3.627,4.338,3.897,4.429
MBLAC2,1.491,0.6671,1.816,1.789,3.038,0,1.264
SRFBP1,4.617,5.157,4.779,4.693,5.617,4.183,3.61
JAKMIP2-AS1,,,,,,,
ZMAT2,3.836,3.738,3.973,4.084,3.947,3.815,4.738
BTNL9,0,1.122,0.5059,0,0,0,0
TTC23L,0,0,0,0,0,0,0
PRELID2,3.708,3.534,3.414,2.896,4.5,2.562,2.094
SH3RF2,0,0.6671,0.5059,0,3.038,0,0
RNF145,4.428,4.508,4.432,4.743,4.156,5.003,4.298
BMT2,2.685,2.9,1.978,2.836,1.767,2.562,3.16
CLEC2L,0,0,0,0,1.767,0,0
AMOTL1,2.006,1.745,1.632,2.025,1.767,2.562,1.52
IQUB,0,0,0,0,0,0,0
ZNF425,1.771,0.6671,1.632,0.6905,1.767,0,0
ATP6V0E2,3.33,2.179,3.233,2.319,1.767,1.788,3.001
GRK2,6.334,5.814,6.351,5.288,5.468,5.573,5.59
GRK3,5.91,5.621,5.535,5.97,6.77,6.643,5.749
TMEM65,3.568,3.917,3.674,4.808,4.338,3.539,3.37
LINC00599,,,,,,,
C8orf37,2.006,0.6671,1.978,1.342,0,0.8619,1.52
TDRP,0,0,0,0,1.767,0,0
ERICH1,4.617,4.616,5.262,4.71,3.038,4.763,4.155
MCMDC2,1.771,0,1.632,0.6905,4.156,0.8619,0.9515
CAMSAP1,3.568,4.077,4.12,4.209,1.767,3.321,2.503
LINGO2,0,0,0.5059,0.3862,0,0,0
AK8,,,,,,,
RASEF,6.15,7.568,5.952,3.476,10.47,4.117,2.723
HSD17B7P2,,,,,,,
TRMT10B,4.112,4.025,4.154,3.627,5.302,3.637,3.303
KIAA2026,6.563,6.824,6.351,6.401,5.468,5.843,5.671
NKAPP1,,,,,,,
AWAT1,,,,,,,
CYP21A2,0,0,0,0,0,0,0
ADSS,3.24,3.459,2.783,2.706,3.038,3.729,3.553
CXorf38,5.605,5.357,5.719,5.428,6.566,5.24,4.192
FAM122B,3.33,4.47,3.414,3.828,3.408,3.198,3.16
FAM122C,1.491,1.122,1.176,0.3862,1.767,0.8619,0.5528
CYP51A1,4.387,3.86,4.487,5.027,4.646,2.347,3.083
AP2A1,0.6812,0,0.5059,0.3862,0,2.094,0
DACH1,1.142,0.6671,0,0,1.767,2.914,1.52
CLEC12A,0,1.745,0.5059,0.9417,1.767,3.897,4.686
CD55,2.685,2.179,2.783,4.031,2.538,4.117,3.766
LMNTD1,0,0.6671,0,0,1.767,0,0
DGKH,6.355,5.971,5.902,5.837,8.378,5.903,4.228
CCDC122,0,0,1.176,1.655,1.767,1.398,0
DGKQ,2.685,1.122,1.978,1.912,0,2.094,3.001
AP2A2,4.467,3.86,4.315,4.209,4.778,4.674,5.208
DAP,4.428,3.972,4.54,4.185,3.038,4.117,4.578
SYNE3,0.6812,0,0.8798,0.9417,3.703,2.094,2.617
DAPK3,2.685,0,1.176,0.9417,0,1.398,0
EML5,0.6812,1.467,0,0,1.767,0,0
DARS,5.194,5.133,5.278,4.972,4.778,5.176,5.969
PGBD4,2.543,3.295,3.025,3.591,5.617,3.434,1.927
AP1B1,6.608,6.824,6.96,6.573,5.302,6.267,7.087
MARCH10,,,,,,,
RETREG3,4.256,3.738,3.625,4.16,2.538,3.974,4.228
RHBDL3,0,0,0,0,0,0,0
TRPV3,0,1.122,0,0,2.538,0,0
